label	pos	tensor	layer	type	point	rel_before	rel_after	step	cos	sub	sub_rel	sub_cos
p4	0	l_out-20	20	linear_gated_deltanet	ffn	0.052253	0.058060	0.005807	0.998389	ffn_out-20	0.094370	0.995550
p4	0	attn_residual-21	21	linear_gated_deltanet	mixer	0.058060	0.068470	0.010410	0.997702	linear_attn_out-21	0.123447	0.992430
p4	0	l_out-21	21	linear_gated_deltanet	ffn	0.068470	0.075872	0.007402	0.997130	ffn_out-21	0.107287	0.994233
p4	0	attn_residual-22	22	linear_gated_deltanet	mixer	0.075872	0.072423	-0.003449	0.997383	linear_attn_out-22	0.095974	0.995568
p4	0	l_out-22	22	linear_gated_deltanet	ffn	0.072423	0.073433	0.001010	0.997319	ffn_out-22	0.091305	0.995842
p4	0	attn_residual-23	23	full_attention	mixer	0.073433	0.064443	-0.008990	0.997948	attn_output-23	0.046047	0.998955
p4	0	l_out-23	23	full_attention	ffn	0.064443	0.070949	0.006506	0.997510	ffn_out-23	0.076714	0.997124
p4	0	result_norm	-1	-	final_norm	0.070949	0.093603	0.022654	0.995610	-	-	-
p4	1	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.000002	0.000002	1.000000	linear_attn_out-0	0.000002	1.000000
p4	1	l_out-0	0	linear_gated_deltanet	ffn	0.000002	0.000001	-0.000001	1.000000	ffn_out-0	0.000001	1.000000
p4	1	attn_residual-1	1	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-1	0.000000	1.000000
p4	1	l_out-1	1	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-1	0.000001	1.000000
p4	1	attn_residual-2	2	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-2	0.000001	1.000000
p4	1	l_out-2	2	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-2	0.000001	1.000000
p4	1	attn_residual-3	3	full_attention	mixer	0.000001	0.000001	0.000000	1.000000	attn_output-3	0.000001	1.000000
p4	1	l_out-3	3	full_attention	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-3	0.000000	1.000000
p4	1	attn_residual-4	4	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-4	0.000001	1.000000
p4	1	l_out-4	4	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-4	0.000001	1.000000
p4	1	attn_residual-5	5	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-5	0.000001	1.000000
p4	1	l_out-5	5	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-5	0.000001	1.000000
p4	1	attn_residual-6	6	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-6	0.000001	1.000000
p4	1	l_out-6	6	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-6	0.000000	1.000000
p4	1	attn_residual-7	7	full_attention	mixer	0.000001	0.000001	0.000000	1.000000	attn_output-7	0.000001	1.000000
p4	1	l_out-7	7	full_attention	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-7	0.000000	1.000000
p4	1	attn_residual-8	8	linear_gated_deltanet	mixer	0.000001	0.000002	0.000001	1.000000	linear_attn_out-8	0.000001	1.000000
p4	1	l_out-8	8	linear_gated_deltanet	ffn	0.000002	0.000002	0.000000	1.000000	ffn_out-8	0.000001	1.000000
p4	1	attn_residual-9	9	linear_gated_deltanet	mixer	0.000002	0.000002	0.000000	1.000000	linear_attn_out-9	0.000001	1.000000
p4	1	l_out-9	9	linear_gated_deltanet	ffn	0.000002	0.000002	0.000000	1.000000	ffn_out-9	0.000000	1.000000
p4	1	attn_residual-10	10	linear_gated_deltanet	mixer	0.000002	0.000002	0.000000	1.000000	linear_attn_out-10	0.000001	1.000000
p4	1	l_out-10	10	linear_gated_deltanet	ffn	0.000002	0.000001	-0.000001	1.000000	ffn_out-10	0.000000	1.000000
p4	1	attn_residual-11	11	full_attention	mixer	0.000001	0.000002	0.000001	1.000000	attn_output-11	0.000001	1.000000
p4	1	l_out-11	11	full_attention	ffn	0.000002	0.000001	-0.000001	1.000000	ffn_out-11	0.000000	1.000000
p4	1	attn_residual-12	12	linear_gated_deltanet	mixer	0.000001	0.000006	0.000005	1.000000	linear_attn_out-12	0.000032	1.000000
p4	1	l_out-12	12	linear_gated_deltanet	ffn	0.000006	0.000553	0.000547	1.000000	ffn_out-12	0.001413	0.999999
p4	1	attn_residual-13	13	linear_gated_deltanet	mixer	0.000553	0.001732	0.001179	0.999999	linear_attn_out-13	0.015309	0.999883
p4	1	l_out-13	13	linear_gated_deltanet	ffn	0.001732	0.008744	0.007012	0.999962	ffn_out-13	0.018542	0.999828
p4	1	attn_residual-14	14	linear_gated_deltanet	mixer	0.008744	0.011367	0.002623	0.999935	linear_attn_out-14	0.033760	0.999430
p4	1	l_out-14	14	linear_gated_deltanet	ffn	0.011367	0.015952	0.004585	0.999874	ffn_out-14	0.027603	0.999620
p4	1	attn_residual-15	15	full_attention	mixer	0.015952	0.022204	0.006252	0.999761	attn_output-15	0.052921	0.998696
p4	1	l_out-15	15	full_attention	ffn	0.022204	0.028698	0.006494	0.999588	ffn_out-15	0.038125	0.999277
p4	1	attn_residual-16	16	linear_gated_deltanet	mixer	0.028698	0.031721	0.003023	0.999506	linear_attn_out-16	0.042357	0.999176
p4	1	l_out-16	16	linear_gated_deltanet	ffn	0.031721	0.035815	0.004094	0.999359	ffn_out-16	0.047589	0.998870
p4	1	attn_residual-17	17	linear_gated_deltanet	mixer	0.035815	0.037459	0.001644	0.999299	linear_attn_out-17	0.060042	0.998209
p4	1	l_out-17	17	linear_gated_deltanet	ffn	0.037459	0.041553	0.004094	0.999136	ffn_out-17	0.053313	0.998587
p4	1	attn_residual-18	18	linear_gated_deltanet	mixer	0.041553	0.044190	0.002637	0.999023	linear_attn_out-18	0.066913	0.997760
p4	1	l_out-18	18	linear_gated_deltanet	ffn	0.044190	0.049276	0.005086	0.998786	ffn_out-18	0.067262	0.997739
p4	1	attn_residual-19	19	full_attention	mixer	0.049276	0.054288	0.005012	0.998527	attn_output-19	0.076934	0.997092
p4	1	l_out-19	19	full_attention	ffn	0.054288	0.061095	0.006807	0.998149	ffn_out-19	0.084398	0.996497
p4	1	attn_residual-20	20	linear_gated_deltanet	mixer	0.061095	0.064029	0.002934	0.997985	linear_attn_out-20	0.081146	0.996825
p4	1	l_out-20	20	linear_gated_deltanet	ffn	0.064029	0.072864	0.008835	0.997375	ffn_out-20	0.094633	0.995526
p4	1	attn_residual-21	21	linear_gated_deltanet	mixer	0.072864	0.078382	0.005518	0.996951	linear_attn_out-21	0.116437	0.993352
p4	1	l_out-21	21	linear_gated_deltanet	ffn	0.078382	0.088171	0.009789	0.996119	ffn_out-21	0.103655	0.994649
p4	1	attn_residual-22	22	linear_gated_deltanet	mixer	0.088171	0.088234	0.000063	0.996100	linear_attn_out-22	0.110306	0.993929
p4	1	l_out-22	22	linear_gated_deltanet	ffn	0.088234	0.088952	0.000718	0.996037	ffn_out-22	0.106485	0.994319
p4	1	attn_residual-23	23	full_attention	mixer	0.088952	0.094506	0.005554	0.995528	attn_output-23	0.069169	0.997638
p4	1	l_out-23	23	full_attention	ffn	0.094506	0.099840	0.005334	0.995017	ffn_out-23	0.090657	0.995887
p4	1	result_norm	-1	-	final_norm	0.099840	0.101369	0.001529	0.994863	-	-	-
p4	2	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.000001	0.000001	1.000000	linear_attn_out-0	0.000001	1.000000
p4	2	l_out-0	0	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-0	0.000001	1.000000
p4	2	attn_residual-1	1	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-1	0.000000	1.000000
p4	2	l_out-1	1	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-1	0.000000	1.000000
p4	2	attn_residual-2	2	linear_gated_deltanet	mixer	0.000001	0.000013	0.000012	1.000000	linear_attn_out-2	0.000031	1.000000
p4	2	l_out-2	2	linear_gated_deltanet	ffn	0.000013	0.000592	0.000579	1.000000	ffn_out-2	0.000832	1.000000
p4	2	attn_residual-3	3	full_attention	mixer	0.000592	0.008333	0.007741	0.999965	attn_output-3	0.018274	0.999833
p4	2	l_out-3	3	full_attention	ffn	0.008333	0.016212	0.007879	0.999871	ffn_out-3	0.029532	0.999564
p4	2	attn_residual-4	4	linear_gated_deltanet	mixer	0.016212	0.018118	0.001906	0.999836	linear_attn_out-4	0.040728	0.999174
p4	2	l_out-4	4	linear_gated_deltanet	ffn	0.018118	0.022985	0.004867	0.999736	ffn_out-4	0.045559	0.998983
p4	2	attn_residual-5	5	linear_gated_deltanet	mixer	0.022985	0.023755	0.000770	0.999718	linear_attn_out-5	0.039652	0.999215
p4	2	l_out-5	5	linear_gated_deltanet	ffn	0.023755	0.026028	0.002273	0.999661	ffn_out-5	0.056974	0.998392
p4	2	attn_residual-6	6	linear_gated_deltanet	mixer	0.026028	0.028551	0.002523	0.999594	linear_attn_out-6	0.040635	0.999189
p4	2	l_out-6	6	linear_gated_deltanet	ffn	0.028551	0.030926	0.002375	0.999522	ffn_out-6	0.051555	0.998683
p4	2	attn_residual-7	7	full_attention	mixer	0.030926	0.032524	0.001598	0.999472	attn_output-7	0.046106	0.998937
p4	2	l_out-7	7	full_attention	ffn	0.032524	0.034156	0.001632	0.999420	ffn_out-7	0.058753	0.998273
p4	2	attn_residual-8	8	linear_gated_deltanet	mixer	0.034156	0.035942	0.001786	0.999354	linear_attn_out-8	0.062377	0.998210
p4	2	l_out-8	8	linear_gated_deltanet	ffn	0.035942	0.037658	0.001716	0.999291	ffn_out-8	0.062494	0.998079
p4	2	attn_residual-9	9	linear_gated_deltanet	mixer	0.037658	0.038169	0.000511	0.999271	linear_attn_out-9	0.047689	0.998862
p4	2	l_out-9	9	linear_gated_deltanet	ffn	0.038169	0.039984	0.001815	0.999202	ffn_out-9	0.073801	0.997294
p4	2	attn_residual-10	10	linear_gated_deltanet	mixer	0.039984	0.038737	-0.001247	0.999249	linear_attn_out-10	0.070462	0.997700
p4	2	l_out-10	10	linear_gated_deltanet	ffn	0.038737	0.039955	0.001218	0.999201	ffn_out-10	0.060508	0.998184
p4	2	attn_residual-11	11	full_attention	mixer	0.039955	0.040947	0.000992	0.999161	attn_output-11	0.064493	0.997955
p4	2	l_out-11	11	full_attention	ffn	0.040947	0.040754	-0.000193	0.999169	ffn_out-11	0.064191	0.997939
p4	2	attn_residual-12	12	linear_gated_deltanet	mixer	0.040754	0.041906	0.001152	0.999122	linear_attn_out-12	0.067002	0.997762
p4	2	l_out-12	12	linear_gated_deltanet	ffn	0.041906	0.044103	0.002197	0.999028	ffn_out-12	0.081523	0.996713
p4	2	attn_residual-13	13	linear_gated_deltanet	mixer	0.044103	0.042703	-0.001400	0.999089	linear_attn_out-13	0.057038	0.998372
p4	2	l_out-13	13	linear_gated_deltanet	ffn	0.042703	0.043787	0.001084	0.999041	ffn_out-13	0.070908	0.997504
p4	2	attn_residual-14	14	linear_gated_deltanet	mixer	0.043787	0.041718	-0.002069	0.999130	linear_attn_out-14	0.048441	0.998879
p4	2	l_out-14	14	linear_gated_deltanet	ffn	0.041718	0.038825	-0.002893	0.999246	ffn_out-14	0.061482	0.998129
p4	2	attn_residual-15	15	full_attention	mixer	0.038825	0.041151	0.002326	0.999153	attn_output-15	0.058328	0.998313
p4	2	l_out-15	15	full_attention	ffn	0.041151	0.041040	-0.000111	0.999158	ffn_out-15	0.060722	0.998158
p4	2	attn_residual-16	16	linear_gated_deltanet	mixer	0.041040	0.044080	0.003040	0.999028	linear_attn_out-16	0.060357	0.998182
p4	2	l_out-16	16	linear_gated_deltanet	ffn	0.044080	0.043774	-0.000306	0.999042	ffn_out-16	0.054203	0.998531
p4	2	attn_residual-17	17	linear_gated_deltanet	mixer	0.043774	0.044585	0.000811	0.999006	linear_attn_out-17	0.073198	0.997571
p4	2	l_out-17	17	linear_gated_deltanet	ffn	0.044585	0.044947	0.000362	0.998995	ffn_out-17	0.069329	0.997620
p4	2	attn_residual-18	18	linear_gated_deltanet	mixer	0.044947	0.045331	0.000384	0.998976	linear_attn_out-18	0.071881	0.997432
p4	2	l_out-18	18	linear_gated_deltanet	ffn	0.045331	0.042666	-0.002665	0.999091	ffn_out-18	0.057373	0.998377
p4	2	attn_residual-19	19	full_attention	mixer	0.042666	0.047857	0.005191	0.998854	attn_output-19	0.056387	0.998411
p4	2	l_out-19	19	full_attention	ffn	0.047857	0.048439	0.000582	0.998826	ffn_out-19	0.069835	0.997559
p4	2	attn_residual-20	20	linear_gated_deltanet	mixer	0.048439	0.050830	0.002391	0.998708	linear_attn_out-20	0.080091	0.996846
p4	2	l_out-20	20	linear_gated_deltanet	ffn	0.050830	0.055890	0.005060	0.998442	ffn_out-20	0.085763	0.996330
p4	2	attn_residual-21	21	linear_gated_deltanet	mixer	0.055890	0.060113	0.004223	0.998192	linear_attn_out-21	0.108594	0.994234
p4	2	l_out-21	21	linear_gated_deltanet	ffn	0.060113	0.061628	0.001515	0.998099	ffn_out-21	0.085102	0.996395
p4	2	attn_residual-22	22	linear_gated_deltanet	mixer	0.061628	0.064858	0.003230	0.997896	linear_attn_out-22	0.102861	0.994699
p4	2	l_out-22	22	linear_gated_deltanet	ffn	0.064858	0.065460	0.000602	0.997855	ffn_out-22	0.070523	0.997527
p4	2	attn_residual-23	23	full_attention	mixer	0.065460	0.074741	0.009281	0.997206	attn_output-23	0.060792	0.998151
p4	2	l_out-23	23	full_attention	ffn	0.074741	0.083077	0.008336	0.996571	ffn_out-23	0.078314	0.996979
p4	2	result_norm	-1	-	final_norm	0.083077	0.081166	-0.001911	0.996702	-	-	-
p4	3	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.000001	0.000001	1.000000	linear_attn_out-0	0.000001	1.000000
p4	3	l_out-0	0	linear_gated_deltanet	ffn	0.000001	0.000235	0.000234	1.000000	ffn_out-0	0.000451	1.000000
p4	3	attn_residual-1	1	linear_gated_deltanet	mixer	0.000235	0.002755	0.002520	0.999996	linear_attn_out-1	0.005889	0.999983
p4	3	l_out-1	1	linear_gated_deltanet	ffn	0.002755	0.011553	0.008798	0.999933	ffn_out-1	0.017678	0.999844
p4	3	attn_residual-2	2	linear_gated_deltanet	mixer	0.011553	0.014150	0.002597	0.999900	linear_attn_out-2	0.023414	0.999728
p4	3	l_out-2	2	linear_gated_deltanet	ffn	0.014150	0.026157	0.012007	0.999659	ffn_out-2	0.030748	0.999535
p4	3	attn_residual-3	3	full_attention	mixer	0.026157	0.031005	0.004848	0.999520	attn_output-3	0.041859	0.999128
p4	3	l_out-3	3	full_attention	ffn	0.031005	0.040309	0.009304	0.999195	ffn_out-3	0.053346	0.998577
p4	3	attn_residual-4	4	linear_gated_deltanet	mixer	0.040309	0.041155	0.000846	0.999154	linear_attn_out-4	0.059855	0.998240
p4	3	l_out-4	4	linear_gated_deltanet	ffn	0.041155	0.052524	0.011369	0.998633	ffn_out-4	0.070520	0.997529
p4	3	attn_residual-5	5	linear_gated_deltanet	mixer	0.052524	0.054909	0.002385	0.998494	linear_attn_out-5	0.073580	0.997357
p4	3	l_out-5	5	linear_gated_deltanet	ffn	0.054909	0.058040	0.003131	0.998318	ffn_out-5	0.084601	0.996416
p4	3	attn_residual-6	6	linear_gated_deltanet	mixer	0.058040	0.054900	-0.003140	0.998492	linear_attn_out-6	0.066506	0.997941
p4	3	l_out-6	6	linear_gated_deltanet	ffn	0.054900	0.058177	0.003277	0.998328	ffn_out-6	0.084949	0.996389
p4	3	attn_residual-7	7	full_attention	mixer	0.058177	0.064159	0.005982	0.997980	attn_output-7	0.072080	0.997415
p4	3	l_out-7	7	full_attention	ffn	0.064159	0.070225	0.006066	0.997613	ffn_out-7	0.100183	0.994975
p4	3	attn_residual-8	8	linear_gated_deltanet	mixer	0.070225	0.069646	-0.000579	0.997643	linear_attn_out-8	0.104186	0.994565
p4	3	l_out-8	8	linear_gated_deltanet	ffn	0.069646	0.071830	0.002184	0.997467	ffn_out-8	0.117068	0.993275
p4	3	attn_residual-9	9	linear_gated_deltanet	mixer	0.071830	0.071895	0.000065	0.997444	linear_attn_out-9	0.112510	0.993656
p4	3	l_out-9	9	linear_gated_deltanet	ffn	0.071895	0.071992	0.000097	0.997424	ffn_out-9	0.127835	0.991939
p4	3	attn_residual-10	10	linear_gated_deltanet	mixer	0.071992	0.069305	-0.002687	0.997608	linear_attn_out-10	0.086976	0.996215
p4	3	l_out-10	10	linear_gated_deltanet	ffn	0.069305	0.073350	0.004045	0.997363	ffn_out-10	0.100852	0.994903
p4	3	attn_residual-11	11	full_attention	mixer	0.073350	0.076082	0.002732	0.997137	attn_output-11	0.080170	0.996858
p4	3	l_out-11	11	full_attention	ffn	0.076082	0.078692	0.002610	0.996918	ffn_out-11	0.124192	0.992308
p4	3	attn_residual-12	12	linear_gated_deltanet	mixer	0.078692	0.076640	-0.002052	0.997080	linear_attn_out-12	0.083963	0.996482
p4	3	l_out-12	12	linear_gated_deltanet	ffn	0.076640	0.079343	0.002703	0.996865	ffn_out-12	0.122309	0.992492
p4	3	attn_residual-13	13	linear_gated_deltanet	mixer	0.079343	0.075084	-0.004259	0.997191	linear_attn_out-13	0.068708	0.997668
p4	3	l_out-13	13	linear_gated_deltanet	ffn	0.075084	0.076379	0.001295	0.997107	ffn_out-13	0.117981	0.993252
p4	3	attn_residual-14	14	linear_gated_deltanet	mixer	0.076379	0.074571	-0.001808	0.997282	linear_attn_out-14	0.068241	0.997817
p4	3	l_out-14	14	linear_gated_deltanet	ffn	0.074571	0.072846	-0.001725	0.997393	ffn_out-14	0.084924	0.996420
p4	3	attn_residual-15	15	full_attention	mixer	0.072846	0.075092	0.002246	0.997194	attn_output-15	0.075051	0.997201
p4	3	l_out-15	15	full_attention	ffn	0.075092	0.077648	0.002556	0.996998	ffn_out-15	0.097492	0.995246
p4	3	attn_residual-16	16	linear_gated_deltanet	mixer	0.077648	0.074837	-0.002811	0.997229	linear_attn_out-16	0.089284	0.996136
p4	3	l_out-16	16	linear_gated_deltanet	ffn	0.074837	0.075337	0.000500	0.997208	ffn_out-16	0.108516	0.994155
p4	3	attn_residual-17	17	linear_gated_deltanet	mixer	0.075337	0.071584	-0.003753	0.997494	linear_attn_out-17	0.074585	0.997293
p4	3	l_out-17	17	linear_gated_deltanet	ffn	0.071584	0.068786	-0.002798	0.997670	ffn_out-17	0.088606	0.996072
p4	3	attn_residual-18	18	linear_gated_deltanet	mixer	0.068786	0.068009	-0.000777	0.997718	linear_attn_out-18	0.088313	0.996093
p4	3	l_out-18	18	linear_gated_deltanet	ffn	0.068009	0.066779	-0.001230	0.997799	ffn_out-18	0.101643	0.994841
p4	3	attn_residual-19	19	full_attention	mixer	0.066779	0.068268	0.001489	0.997701	attn_output-19	0.101004	0.994890
p4	3	l_out-19	19	full_attention	ffn	0.068268	0.070582	0.002314	0.997530	ffn_out-19	0.101100	0.995028
p4	3	attn_residual-20	20	linear_gated_deltanet	mixer	0.070582	0.067338	-0.003244	0.997748	linear_attn_out-20	0.078404	0.996931
p4	3	l_out-20	20	linear_gated_deltanet	ffn	0.067338	0.070948	0.003610	0.997503	ffn_out-20	0.104894	0.994760
p4	3	attn_residual-21	21	linear_gated_deltanet	mixer	0.070948	0.067964	-0.002984	0.997707	linear_attn_out-21	0.104157	0.994582
p4	3	l_out-21	21	linear_gated_deltanet	ffn	0.067964	0.068772	0.000808	0.997663	ffn_out-21	0.088204	0.996232
p4	3	attn_residual-22	22	linear_gated_deltanet	mixer	0.068772	0.069033	0.000261	0.997653	linear_attn_out-22	0.084233	0.996449
p4	3	l_out-22	22	linear_gated_deltanet	ffn	0.069033	0.071466	0.002433	0.997481	ffn_out-22	0.077179	0.997017
p4	3	attn_residual-23	23	full_attention	mixer	0.071466	0.072849	0.001383	0.997397	attn_output-23	0.078085	0.996984
p4	3	l_out-23	23	full_attention	ffn	0.072849	0.096479	0.023630	0.996341	ffn_out-23	0.101382	0.996726
p4	3	result_norm	-1	-	final_norm	0.096479	0.086210	-0.010269	0.996322	-	-	-
orig	4	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.000000	0.000000	1.000000	linear_attn_out-0	0.000000	1.000000
orig	4	l_out-0	0	linear_gated_deltanet	ffn	0.000000	0.000000	0.000000	1.000000	ffn_out-0	0.000000	1.000000
orig	4	attn_residual-1	1	linear_gated_deltanet	mixer	0.000000	0.000000	0.000000	1.000000	linear_attn_out-1	0.000001	1.000000
orig	4	l_out-1	1	linear_gated_deltanet	ffn	0.000000	0.000001	0.000001	1.000000	ffn_out-1	0.000000	1.000000
orig	4	attn_residual-2	2	linear_gated_deltanet	mixer	0.000001	0.002427	0.002426	0.999997	linear_attn_out-2	0.006105	0.999981
orig	4	l_out-2	2	linear_gated_deltanet	ffn	0.002427	0.014620	0.012193	0.999898	ffn_out-2	0.020970	0.999782
orig	4	attn_residual-3	3	full_attention	mixer	0.014620	0.021367	0.006747	0.999789	attn_output-3	0.044226	0.999219
orig	4	l_out-3	3	full_attention	ffn	0.021367	0.024107	0.002740	0.999716	ffn_out-3	0.041174	0.999162
orig	4	attn_residual-4	4	linear_gated_deltanet	mixer	0.024107	0.023634	-0.000473	0.999726	linear_attn_out-4	0.034512	0.999404
orig	4	l_out-4	4	linear_gated_deltanet	ffn	0.023634	0.025112	0.001478	0.999687	ffn_out-4	0.045423	0.998986
orig	4	attn_residual-5	5	linear_gated_deltanet	mixer	0.025112	0.024462	-0.000650	0.999701	linear_attn_out-5	0.043160	0.999084
orig	4	l_out-5	5	linear_gated_deltanet	ffn	0.024462	0.026980	0.002518	0.999638	ffn_out-5	0.052556	0.998620
orig	4	attn_residual-6	6	linear_gated_deltanet	mixer	0.026980	0.027820	0.000840	0.999616	linear_attn_out-6	0.054373	0.998521
orig	4	l_out-6	6	linear_gated_deltanet	ffn	0.027820	0.026196	-0.001624	0.999657	ffn_out-6	0.049089	0.998799
