label	pos	tensor	layer	type	point	rel_before	rel_after	step	cos	sub	sub_rel	sub_cos
p4	0	l_out-20	20	linear_gated_deltanet	ffn	0.054891	0.060747	0.005856	0.998200	ffn_out-20	0.099837	0.995007
p4	0	attn_residual-21	21	linear_gated_deltanet	mixer	0.060747	0.069119	0.008372	0.997672	linear_attn_out-21	0.112250	0.993750
p4	0	l_out-21	21	linear_gated_deltanet	ffn	0.069119	0.076366	0.007247	0.997186	ffn_out-21	0.111115	0.993960
p4	0	attn_residual-22	22	linear_gated_deltanet	mixer	0.076366	0.072893	-0.003473	0.997345	linear_attn_out-22	0.101034	0.995380
p4	0	l_out-22	22	linear_gated_deltanet	ffn	0.072893	0.074504	0.001611	0.997229	ffn_out-22	0.092699	0.995826
p4	0	attn_residual-23	23	full_attention	mixer	0.074504	0.065562	-0.008942	0.997853	attn_output-23	0.048328	0.998867
p4	0	l_out-23	23	full_attention	ffn	0.065562	0.074214	0.008652	0.997249	ffn_out-23	0.076872	0.997395
p4	0	result_norm	-1	-	final_norm	0.074214	0.098626	0.024412	0.995177	-	-	-
p4	1	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.000001	0.000001	1.000000	linear_attn_out-0	0.000001	1.000000
p4	1	l_out-0	0	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-0	0.000001	1.000000
p4	1	attn_residual-1	1	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-1	0.000001	1.000000
p4	1	l_out-1	1	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-1	0.000001	1.000000
p4	1	attn_residual-2	2	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-2	0.000001	1.000000
p4	1	l_out-2	2	linear_gated_deltanet	ffn	0.000001	0.000227	0.000226	1.000000	ffn_out-2	0.000344	1.000000
p4	1	attn_residual-3	3	full_attention	mixer	0.000227	0.004102	0.003875	0.999992	attn_output-3	0.012643	0.999920
p4	1	l_out-3	3	full_attention	ffn	0.004102	0.013272	0.009170	0.999912	ffn_out-3	0.021420	0.999771
p4	1	attn_residual-4	4	linear_gated_deltanet	mixer	0.013272	0.015360	0.002088	0.999882	linear_attn_out-4	0.035814	0.999359
p4	1	l_out-4	4	linear_gated_deltanet	ffn	0.015360	0.020796	0.005436	0.999784	ffn_out-4	0.035024	0.999387
p4	1	attn_residual-5	5	linear_gated_deltanet	mixer	0.020796	0.022834	0.002038	0.999740	linear_attn_out-5	0.055854	0.998456
p4	1	l_out-5	5	linear_gated_deltanet	ffn	0.022834	0.029796	0.006962	0.999565	ffn_out-5	0.042568	0.999094
p4	1	attn_residual-6	6	linear_gated_deltanet	mixer	0.029796	0.029805	0.000009	0.999560	linear_attn_out-6	0.040299	0.999194
p4	1	l_out-6	6	linear_gated_deltanet	ffn	0.029805	0.033705	0.003900	0.999432	ffn_out-6	0.044002	0.999033
p4	1	attn_residual-7	7	full_attention	mixer	0.033705	0.038689	0.004984	0.999254	attn_output-7	0.035748	0.999371
p4	1	l_out-7	7	full_attention	ffn	0.038689	0.044564	0.005875	0.999018	ffn_out-7	0.066451	0.997797
p4	1	attn_residual-8	8	linear_gated_deltanet	mixer	0.044564	0.044346	-0.000218	0.999025	linear_attn_out-8	0.055792	0.998451
p4	1	l_out-8	8	linear_gated_deltanet	ffn	0.044346	0.050600	0.006254	0.998724	ffn_out-8	0.075592	0.997164
p4	1	attn_residual-9	9	linear_gated_deltanet	mixer	0.050600	0.052124	0.001524	0.998644	linear_attn_out-9	0.056454	0.998621
p4	1	l_out-9	9	linear_gated_deltanet	ffn	0.052124	0.056575	0.004451	0.998401	ffn_out-9	0.088566	0.996091
p4	1	attn_residual-10	10	linear_gated_deltanet	mixer	0.056575	0.055341	-0.001234	0.998471	linear_attn_out-10	0.075109	0.997216
p4	1	l_out-10	10	linear_gated_deltanet	ffn	0.055341	0.060435	0.005094	0.998173	ffn_out-10	0.089058	0.996026
p4	1	attn_residual-11	11	full_attention	mixer	0.060435	0.063342	0.002907	0.997993	attn_output-11	0.092779	0.996179
p4	1	l_out-11	11	full_attention	ffn	0.063342	0.069585	0.006243	0.997578	ffn_out-11	0.094089	0.995571
p4	1	attn_residual-12	12	linear_gated_deltanet	mixer	0.069585	0.069396	-0.000189	0.997592	linear_attn_out-12	0.101107	0.994917
p4	1	l_out-12	12	linear_gated_deltanet	ffn	0.069396	0.074204	0.004808	0.997253	ffn_out-12	0.113860	0.993506
p4	1	attn_residual-13	13	linear_gated_deltanet	mixer	0.074204	0.073772	-0.000432	0.997284	linear_attn_out-13	0.100887	0.994917
p4	1	l_out-13	13	linear_gated_deltanet	ffn	0.073772	0.079028	0.005256	0.996878	ffn_out-13	0.107676	0.994187
p4	1	attn_residual-14	14	linear_gated_deltanet	mixer	0.079028	0.078630	-0.000398	0.996904	linear_attn_out-14	0.099551	0.995288
p4	1	l_out-14	14	linear_gated_deltanet	ffn	0.078630	0.078898	0.000268	0.996896	ffn_out-14	0.100539	0.995003
p4	1	attn_residual-15	15	full_attention	mixer	0.078898	0.082188	0.003290	0.996619	attn_output-15	0.093882	0.995638
p4	1	l_out-15	15	full_attention	ffn	0.082188	0.078549	-0.003639	0.996931	ffn_out-15	0.092093	0.995870
p4	1	attn_residual-16	16	linear_gated_deltanet	mixer	0.078549	0.073194	-0.005355	0.997367	linear_attn_out-16	0.066317	0.997897
p4	1	l_out-16	16	linear_gated_deltanet	ffn	0.073194	0.079907	0.006713	0.996941	ffn_out-16	0.101382	0.995254
p4	1	attn_residual-17	17	linear_gated_deltanet	mixer	0.079907	0.080782	0.000875	0.996883	linear_attn_out-17	0.119255	0.993069
p4	1	l_out-17	17	linear_gated_deltanet	ffn	0.080782	0.085135	0.004353	0.996477	ffn_out-17	0.096590	0.995464
p4	1	attn_residual-18	18	linear_gated_deltanet	mixer	0.085135	0.089512	0.004377	0.996088	linear_attn_out-18	0.115044	0.993467
p4	1	l_out-18	18	linear_gated_deltanet	ffn	0.089512	0.090560	0.001048	0.995943	ffn_out-18	0.119247	0.992989
p4	1	attn_residual-19	19	full_attention	mixer	0.090560	0.095273	0.004713	0.995511	attn_output-19	0.090614	0.995917
p4	1	l_out-19	19	full_attention	ffn	0.095273	0.100432	0.005159	0.994987	ffn_out-19	0.125476	0.992097
p4	1	attn_residual-20	20	linear_gated_deltanet	mixer	0.100432	0.101626	0.001194	0.994840	linear_attn_out-20	0.119722	0.992835
p4	1	l_out-20	20	linear_gated_deltanet	ffn	0.101626	0.110471	0.008845	0.993910	ffn_out-20	0.138000	0.990433
p4	1	attn_residual-21	21	linear_gated_deltanet	mixer	0.110471	0.127328	0.016857	0.991910	linear_attn_out-21	0.172700	0.985171
p4	1	l_out-21	21	linear_gated_deltanet	ffn	0.127328	0.140758	0.013430	0.990079	ffn_out-21	0.168673	0.985677
p4	1	attn_residual-22	22	linear_gated_deltanet	mixer	0.140758	0.136030	-0.004728	0.990768	linear_attn_out-22	0.157330	0.987949
p4	1	l_out-22	22	linear_gated_deltanet	ffn	0.136030	0.136912	0.000882	0.990628	ffn_out-22	0.152475	0.988329
p4	1	attn_residual-23	23	full_attention	mixer	0.136912	0.143711	0.006799	0.989657	attn_output-23	0.101868	0.994850
p4	1	l_out-23	23	full_attention	ffn	0.143711	0.149678	0.005967	0.988789	ffn_out-23	0.149924	0.988705
p4	1	result_norm	-1	-	final_norm	0.149678	0.149741	0.000063	0.988767	-	-	-
p4	2	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.000001	0.000001	1.000000	linear_attn_out-0	0.000001	1.000000
p4	2	l_out-0	0	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-0	0.000000	1.000000
p4	2	attn_residual-1	1	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-1	0.000001	1.000000
p4	2	l_out-1	1	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-1	0.000000	1.000000
p4	2	attn_residual-2	2	linear_gated_deltanet	mixer	0.000001	0.000001	0.000000	1.000000	linear_attn_out-2	0.000000	1.000000
p4	2	l_out-2	2	linear_gated_deltanet	ffn	0.000001	0.000001	0.000000	1.000000	ffn_out-2	0.000000	1.000000
p4	2	attn_residual-3	3	full_attention	mixer	0.000001	0.002632	0.002631	0.999997	attn_output-3	0.005848	0.999983
p4	2	l_out-3	3	full_attention	ffn	0.002632	0.009615	0.006983	0.999954	ffn_out-3	0.018235	0.999834
p4	2	attn_residual-4	4	linear_gated_deltanet	mixer	0.009615	0.014052	0.004437	0.999901	linear_attn_out-4	0.036968	0.999318
p4	2	l_out-4	4	linear_gated_deltanet	ffn	0.014052	0.017473	0.003421	0.999848	ffn_out-4	0.037289	0.999317
p4	2	attn_residual-5	5	linear_gated_deltanet	mixer	0.017473	0.021487	0.004014	0.999769	linear_attn_out-5	0.044728	0.999020
p4	2	l_out-5	5	linear_gated_deltanet	ffn	0.021487	0.023914	0.002427	0.999715	ffn_out-5	0.055351	0.998467
p4	2	attn_residual-6	6	linear_gated_deltanet	mixer	0.023914	0.031608	0.007694	0.999500	linear_attn_out-6	0.047294	0.998883
p4	2	l_out-6	6	linear_gated_deltanet	ffn	0.031608	0.034012	0.002404	0.999423	ffn_out-6	0.053789	0.998554
p4	2	attn_residual-7	7	full_attention	mixer	0.034012	0.037328	0.003316	0.999305	attn_output-7	0.055648	0.998507
p4	2	l_out-7	7	full_attention	ffn	0.037328	0.036368	-0.000960	0.999343	ffn_out-7	0.067382	0.997728
p4	2	attn_residual-8	8	linear_gated_deltanet	mixer	0.036368	0.039981	0.003613	0.999203	linear_attn_out-8	0.068691	0.997654
p4	2	l_out-8	8	linear_gated_deltanet	ffn	0.039981	0.041313	0.001332	0.999147	ffn_out-8	0.067058	0.997749
p4	2	attn_residual-9	9	linear_gated_deltanet	mixer	0.041313	0.042487	0.001174	0.999100	linear_attn_out-9	0.081169	0.996959
p4	2	l_out-9	9	linear_gated_deltanet	ffn	0.042487	0.045531	0.003044	0.998987	ffn_out-9	0.085526	0.996487
p4	2	attn_residual-10	10	linear_gated_deltanet	mixer	0.045531	0.043784	-0.001747	0.999045	linear_attn_out-10	0.088179	0.996236
p4	2	l_out-10	10	linear_gated_deltanet	ffn	0.043784	0.045094	0.001310	0.998983	ffn_out-10	0.070324	0.997530
p4	2	attn_residual-11	11	full_attention	mixer	0.045094	0.047712	0.002618	0.998861	attn_output-11	0.083589	0.996501
p4	2	l_out-11	11	full_attention	ffn	0.047712	0.045933	-0.001779	0.998945	ffn_out-11	0.074180	0.997253
p4	2	attn_residual-12	12	linear_gated_deltanet	mixer	0.045933	0.049434	0.003501	0.998778	linear_attn_out-12	0.096922	0.995348
p4	2	l_out-12	12	linear_gated_deltanet	ffn	0.049434	0.051398	0.001964	0.998679	ffn_out-12	0.088188	0.996114
p4	2	attn_residual-13	13	linear_gated_deltanet	mixer	0.051398	0.055357	0.003959	0.998482	linear_attn_out-13	0.097868	0.995240
p4	2	l_out-13	13	linear_gated_deltanet	ffn	0.055357	0.056758	0.001401	0.998391	ffn_out-13	0.090507	0.995897
p4	2	attn_residual-14	14	linear_gated_deltanet	mixer	0.056758	0.058150	0.001392	0.998310	linear_attn_out-14	0.079673	0.997062
p4	2	l_out-14	14	linear_gated_deltanet	ffn	0.058150	0.055046	-0.003104	0.998513	ffn_out-14	0.081982	0.996788
p4	2	attn_residual-15	15	full_attention	mixer	0.055046	0.060918	0.005872	0.998191	attn_output-15	0.101139	0.994909
p4	2	l_out-15	15	full_attention	ffn	0.060918	0.056039	-0.004879	0.998486	ffn_out-15	0.082358	0.996623
p4	2	attn_residual-16	16	linear_gated_deltanet	mixer	0.056039	0.056609	0.000570	0.998457	linear_attn_out-16	0.076010	0.997214
p4	2	l_out-16	16	linear_gated_deltanet	ffn	0.056609	0.052625	-0.003984	0.998653	ffn_out-16	0.059437	0.998242
p4	2	attn_residual-17	17	linear_gated_deltanet	mixer	0.052625	0.055812	0.003187	0.998461	linear_attn_out-17	0.097492	0.995236
p4	2	l_out-17	17	linear_gated_deltanet	ffn	0.055812	0.056076	0.000264	0.998431	ffn_out-17	0.079274	0.996865
p4	2	attn_residual-18	18	linear_gated_deltanet	mixer	0.056076	0.056563	0.000487	0.998402	linear_attn_out-18	0.085490	0.996442
p4	2	l_out-18	18	linear_gated_deltanet	ffn	0.056563	0.053713	-0.002850	0.998562	ffn_out-18	0.067864	0.997707
p4	2	attn_residual-19	19	full_attention	mixer	0.053713	0.060797	0.007084	0.998166	attn_output-19	0.070187	0.997549
p4	2	l_out-19	19	full_attention	ffn	0.060797	0.060491	-0.000306	0.998197	ffn_out-19	0.078669	0.996912
p4	2	attn_residual-20	20	linear_gated_deltanet	mixer	0.060491	0.063954	0.003463	0.997989	linear_attn_out-20	0.102471	0.994748
p4	2	l_out-20	20	linear_gated_deltanet	ffn	0.063954	0.066604	0.002650	0.997823	ffn_out-20	0.092042	0.995881
p4	2	attn_residual-21	21	linear_gated_deltanet	mixer	0.066604	0.076105	0.009501	0.997153	linear_attn_out-21	0.141246	0.989978
p4	2	l_out-21	21	linear_gated_deltanet	ffn	0.076105	0.078185	0.002080	0.996945	ffn_out-21	0.099026	0.995087
p4	2	attn_residual-22	22	linear_gated_deltanet	mixer	0.078185	0.085448	0.007263	0.996351	linear_attn_out-22	0.136877	0.990602
p4	2	l_out-22	22	linear_gated_deltanet	ffn	0.085448	0.086963	0.001515	0.996213	ffn_out-22	0.094550	0.995569
p4	2	attn_residual-23	23	full_attention	mixer	0.086963	0.096407	0.009444	0.995346	attn_output-23	0.073304	0.997314
p4	2	l_out-23	23	full_attention	ffn	0.096407	0.107960	0.011553	0.994248	ffn_out-23	0.102037	0.995096
p4	2	result_norm	-1	-	final_norm	0.107960	0.105364	-0.002596	0.994440	-	-	-
p4	3	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.000001	0.000001	1.000000	linear_attn_out-0	0.000001	1.000000
p4	3	l_out-0	0	linear_gated_deltanet	ffn	0.000001	0.000235	0.000234	1.000000	ffn_out-0	0.000451	1.000000
p4	3	attn_residual-1	1	linear_gated_deltanet	mixer	0.000235	0.002282	0.002047	0.999997	linear_attn_out-1	0.004873	0.999988
p4	3	l_out-1	1	linear_gated_deltanet	ffn	0.002282	0.012110	0.009828	0.999927	ffn_out-1	0.018612	0.999829
p4	3	attn_residual-2	2	linear_gated_deltanet	mixer	0.012110	0.014718	0.002608	0.999892	linear_attn_out-2	0.025381	0.999679
p4	3	l_out-2	2	linear_gated_deltanet	ffn	0.014718	0.026726	0.012008	0.999650	ffn_out-2	0.032772	0.999465
p4	3	attn_residual-3	3	full_attention	mixer	0.026726	0.032220	0.005494	0.999481	attn_output-3	0.044166	0.999046
p4	3	l_out-3	3	full_attention	ffn	0.032220	0.043584	0.011364	0.999052	ffn_out-3	0.057114	0.998378
p4	3	attn_residual-4	4	linear_gated_deltanet	mixer	0.043584	0.043989	0.000405	0.999033	linear_attn_out-4	0.065776	0.997836
p4	3	l_out-4	4	linear_gated_deltanet	ffn	0.043989	0.049671	0.005682	0.998767	ffn_out-4	0.068242	0.997674
p4	3	attn_residual-5	5	linear_gated_deltanet	mixer	0.049671	0.050660	0.000989	0.998720	linear_attn_out-5	0.067157	0.997751
p4	3	l_out-5	5	linear_gated_deltanet	ffn	0.050660	0.053316	0.002656	0.998582	ffn_out-5	0.080422	0.996767
p4	3	attn_residual-6	6	linear_gated_deltanet	mixer	0.053316	0.051199	-0.002117	0.998690	linear_attn_out-6	0.064817	0.997909
p4	3	l_out-6	6	linear_gated_deltanet	ffn	0.051199	0.053817	0.002618	0.998554	ffn_out-6	0.074425	0.997232
p4	3	attn_residual-7	7	full_attention	mixer	0.053817	0.059083	0.005266	0.998275	attn_output-7	0.073948	0.997268
p4	3	l_out-7	7	full_attention	ffn	0.059083	0.065054	0.005971	0.997903	ffn_out-7	0.095068	0.995533
p4	3	attn_residual-8	8	linear_gated_deltanet	mixer	0.065054	0.066398	0.001344	0.997830	linear_attn_out-8	0.102223	0.994810
p4	3	l_out-8	8	linear_gated_deltanet	ffn	0.066398	0.066924	0.000526	0.997791	ffn_out-8	0.099910	0.995029
p4	3	attn_residual-9	9	linear_gated_deltanet	mixer	0.066924	0.067886	0.000962	0.997730	linear_attn_out-9	0.090524	0.995953
p4	3	l_out-9	9	linear_gated_deltanet	ffn	0.067886	0.068088	0.000202	0.997696	ffn_out-9	0.115834	0.993394
p4	3	attn_residual-10	10	linear_gated_deltanet	mixer	0.068088	0.067978	-0.000110	0.997718	linear_attn_out-10	0.090233	0.995995
p4	3	l_out-10	10	linear_gated_deltanet	ffn	0.067978	0.067895	-0.000083	0.997696	ffn_out-10	0.101864	0.994830
p4	3	attn_residual-11	11	full_attention	mixer	0.067895	0.072288	0.004393	0.997410	attn_output-11	0.089827	0.996106
p4	3	l_out-11	11	full_attention	ffn	0.072288	0.072683	0.000395	0.997410	ffn_out-11	0.110369	0.993891
p4	3	attn_residual-12	12	linear_gated_deltanet	mixer	0.072683	0.070903	-0.001780	0.997527	linear_attn_out-12	0.107016	0.994258
p4	3	l_out-12	12	linear_gated_deltanet	ffn	0.070903	0.072212	0.001309	0.997405	ffn_out-12	0.117727	0.993051
p4	3	attn_residual-13	13	linear_gated_deltanet	mixer	0.072212	0.070359	-0.001853	0.997543	linear_attn_out-13	0.088034	0.996142
p4	3	l_out-13	13	linear_gated_deltanet	ffn	0.070359	0.069151	-0.001208	0.997609	ffn_out-13	0.101763	0.995038
p4	3	attn_residual-14	14	linear_gated_deltanet	mixer	0.069151	0.069425	0.000274	0.997593	linear_attn_out-14	0.071239	0.997461
p4	3	l_out-14	14	linear_gated_deltanet	ffn	0.069425	0.069784	0.000359	0.997569	ffn_out-14	0.082356	0.996648
p4	3	attn_residual-15	15	full_attention	mixer	0.069784	0.073889	0.004105	0.997294	attn_output-15	0.080106	0.996796
p4	3	l_out-15	15	full_attention	ffn	0.073889	0.069456	-0.004433	0.997589	ffn_out-15	0.091830	0.995780
p4	3	attn_residual-16	16	linear_gated_deltanet	mixer	0.069456	0.068271	-0.001185	0.997675	linear_attn_out-16	0.081502	0.996709
p4	3	l_out-16	16	linear_gated_deltanet	ffn	0.068271	0.072711	0.004440	0.997354	ffn_out-16	0.113959	0.993579
p4	3	attn_residual-17	17	linear_gated_deltanet	mixer	0.072711	0.070400	-0.002311	0.997542	linear_attn_out-17	0.087542	0.996397
p4	3	l_out-17	17	linear_gated_deltanet	ffn	0.070400	0.071058	0.000658	0.997494	ffn_out-17	0.082894	0.996561
p4	3	attn_residual-18	18	linear_gated_deltanet	mixer	0.071058	0.068203	-0.002855	0.997693	linear_attn_out-18	0.076336	0.997089
p4	3	l_out-18	18	linear_gated_deltanet	ffn	0.068203	0.068616	0.000413	0.997652	ffn_out-18	0.093462	0.995672
p4	3	attn_residual-19	19	full_attention	mixer	0.068616	0.070660	0.002044	0.997516	attn_output-19	0.114223	0.993456
p4	3	l_out-19	19	full_attention	ffn	0.070660	0.072646	0.001986	0.997364	ffn_out-19	0.103398	0.994649
p4	3	attn_residual-20	20	linear_gated_deltanet	mixer	0.072646	0.069169	-0.003477	0.997616	linear_attn_out-20	0.084237	0.996491
p4	3	l_out-20	20	linear_gated_deltanet	ffn	0.069169	0.072623	0.003454	0.997368	ffn_out-20	0.105232	0.994463
p4	3	attn_residual-21	21	linear_gated_deltanet	mixer	0.072623	0.071465	-0.001158	0.997452	linear_attn_out-21	0.113327	0.993566
p4	3	l_out-21	21	linear_gated_deltanet	ffn	0.071465	0.071724	0.000259	0.997455	ffn_out-21	0.093221	0.995712
p4	3	attn_residual-22	22	linear_gated_deltanet	mixer	0.071724	0.073050	0.001326	0.997347	linear_attn_out-22	0.102259	0.994846
p4	3	l_out-22	22	linear_gated_deltanet	ffn	0.073050	0.075090	0.002040	0.997186	ffn_out-22	0.093743	0.995613
p4	3	attn_residual-23	23	full_attention	mixer	0.075090	0.077813	0.002723	0.996994	attn_output-23	0.073747	0.997278
p4	3	l_out-23	23	full_attention	ffn	0.077813	0.083322	0.005509	0.996592	ffn_out-23	0.061614	0.998116
p4	3	result_norm	-1	-	final_norm	0.083322	0.088359	0.005037	0.996114	-	-	-
orig	4	attn_residual-0	0	linear_gated_deltanet	mixer	0.000000	0.000000	0.000000	1.000000	linear_attn_out-0	0.000000	1.000000
orig	4	l_out-0	0	linear_gated_deltanet	ffn	0.000000	0.000000	0.000000	1.000000	ffn_out-0	0.000000	1.000000
orig	4	attn_residual-1	1	linear_gated_deltanet	mixer	0.000000	0.000378	0.000378	1.000000	linear_attn_out-1	0.000979	1.000000
orig	4	l_out-1	1	linear_gated_deltanet	ffn	0.000378	0.007746	0.007368	0.999970	ffn_out-1	0.016142	0.999870
orig	4	attn_residual-2	2	linear_gated_deltanet	mixer	0.007746	0.010788	0.003042	0.999943	linear_attn_out-2	0.023454	0.999737
orig	4	l_out-2	2	linear_gated_deltanet	ffn	0.010788	0.018546	0.007758	0.999828	ffn_out-2	0.024876	0.999691
orig	4	attn_residual-3	3	full_attention	mixer	0.018546	0.022669	0.004123	0.999744	attn_output-3	0.045221	0.998981
orig	4	l_out-3	3	full_attention	ffn	0.022669	0.026648	0.003979	0.999645	ffn_out-3	0.042914	0.999085
orig	4	attn_residual-4	4	linear_gated_deltanet	mixer	0.026648	0.027510	0.000862	0.999622	linear_attn_out-4	0.046004	0.998950
orig	4	l_out-4	4	linear_gated_deltanet	ffn	0.027510	0.029726	0.002216	0.999565	ffn_out-4	0.051141	0.998707
orig	4	attn_residual-5	5	linear_gated_deltanet	mixer	0.029726	0.028411	-0.001315	0.999601	linear_attn_out-5	0.045300	0.998975
orig	4	l_out-5	5	linear_gated_deltanet	ffn	0.028411	0.030219	0.001808	0.999548	ffn_out-5	0.054664	0.998514
orig	4	attn_residual-6	6	linear_gated_deltanet	mixer	0.030219	0.031865	0.001646	0.999495	linear_attn_out-6	0.062215	0.998063
orig	4	l_out-6	6	linear_gated_deltanet	ffn	0.031865	0.031154	-0.000711	0.999515	ffn_out-6	0.054980	0.998504
